fornecedor_nome;fornecedor_cnpj;cliente_nome;cliente_cnpj;estado;total_valor_pedido;total_pedidos_qtd
NEOQUIMICA;47252;FARMACIA SAUDE A MAIS;99633;CE;2324.54;1
TORRENT DO BRASIL LTDA;792019;FARMACIA DA PRAÇA;63894;PI;2273.16;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;95621;PI;4203.65;1
NEOQUIMICA;47252;FARMACIA ALMEIDA;7737;BA;1930.37;1
LABORATORIO GLOBO LTDA;31305;SOCORRO FARMACEUTICO;92902;MA;2070.96;1
EMS S/A;5582;DEUSAFARMA FARMACIA LTDA ME;104373;CE;1159.64;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMACIA ALDESUL (DROGAMASTER);80576;CE;1000.00;1
HYPERA PP E CH;32;FARMACIA DR NAHIN;93405;CE;4488.74;1
MILI S/A;789168;EXTRA SAO JOSE;87326;CE;8661.14;1
EMS S/A;5582;FARMACIA NATURELLE;20039;CE;11000.00;1
MILI S/A;789168;REBEKA NEVES DE MENEZES ME;99574;CE;3905.84;1
BIOSINTETICA FARMACEUTICA LTDA;7676;VAREJAO DOS COMPRIMIDOS DO PIAUI;76970;PI;6000.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DROGARIA SANTA TEREZINHA;89399;CE;2016.00;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA SANTA TERESINHA;56456;PI;8316.80;1
NEOQUIMICA;47252;FARMACIA MORAIS;983;BA;9400.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;EXTRA SAO JOSE;87326;CE;6796.00;1
SOFTYS BRASIL LTDA;789603;FARMACIA + AMIGA;97346;CE;20322.00;1
WELLA BRASIL LTDA;794029;G D COMERCIO DE ALIMENTOS E PERFUMARIA DE HIGIENE PESSOAL;93404;CE;2000.00;2
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;DROGA MAIS;100582;PE;16000.00;1
ACCUMED PROD MED HOSP LTDA;48933;MEGAFARMA ;119061;PI;1740.66;1
SOFTYS BRASIL LTDA;789603;A R DE OLIVEIRA - ME;91312;CE;5377.39;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;SUPERFARMA;86849;CE;16348.12;5
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;ATENDBEM MATRIZ;7057;BA;521.94;1
LABORATORIO GLOBO LTDA;31305;PHARMAFACIL DRUGSTORE EIRELI;95199;CE;2039.71;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIAS MAURICIO;100831;PE;130000.00;1
NEOQUIMICA;47252;FARMACIA PADRE CICERO;80382;CE;1542.00;1
EMS S/A;5582;FARMACIA DR NAHIN;93405;CE;11821.70;2
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA SAO MIGUEL;81413;CE;1015.50;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA NOSSA SENHORA DE FATIMA;80631;CE;1572.19;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA PRO-VIDA;86285;CE;723.48;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;DROGARIAS ULTRAMAX;95647;MA;1349.16;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;F DO N CARVALHO ME;89397;CE;1360.00;1
ACCUMED PROD MED HOSP LTDA;48933;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;95621;PI;5845.70;1
SOFTYS BRASIL LTDA;789603;FARM.BEBERIBE;81261;CE;12468.10;1
TORRENT DO BRASIL LTDA;792019;DROG VILA PALMEIRA;75086;MA;2218.80;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA E DROGARIA VARGEMFARMA LTDA;94041;MA;939.70;1
HIDROLIGHT DO BRASIL S.A;791209;AGAFARMA;102104;PE;3000.00;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA SANTA CLARA;120455;CE;1229.55;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA SAO MATEUS;80442;CE;1389.08;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMACIA CENTER POPULAR (LJ 4) C PERIMEN;81356;CE;435.00;1
NEOQUIMICA;47252;HFARMA;121015;PE;1106.40;1
TORRENT DO BRASIL LTDA;792019;MARCIA JORDANA ARAUJO LIMA;95658;CE;1292.94;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;VAREJAO DOS COMPRIMIDOS MARTINS;93262;CE;1038.51;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA SARA SOUSA VIANA LTDA;90975;CE;1108.41;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROG BEZERRA LEAL;60038;PI;6515.20;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;DROGARIAS ULTRA POPULAR ;95647;MA;12681.58;2
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMA VITOR;75779;MA;1374.28;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;HIPER POPULAR;93659;MA;1961.20;2
NEOQUIMICA;47252;COMERCIO VAREJISTA DE MEDICAMENTOS FARMACIA CENTRAL LTDA;93389;CE;30000.00;1
TORRENT DO BRASIL LTDA;792019;FARMACIA CORACAO DE MARIA;103355;PE;1893.90;1
NEOQUIMICA;47252;FARMACIA EXTRA POPULAR;102810;PE;16134.44;1
SOFTYS BRASIL LTDA;789603;FARMACIA DO POVO;88665;CE;2722.90;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA CAVALCANTE EMPREENDIMENTOS;103866;PE;4373.45;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA ZILMA;96097;CE;1648.00;1
GEOLAB IND FARMACEUTICA S/A;33928;CEGIANE GESSICA A MONTEIRO ME;77160;CE;2818.00;2
WELLA BRASIL LTDA;794029;PRO SAUDE;84079;CE;500.00;1
WELLA BRASIL LTDA;794029;A MAIS BARATA DE PACAJUS;91357;CE;1000.00;1
NEOQUIMICA;47252;DROGARIA BITU;104011;CE;1084.98;1
EMS S/A;5582;FARMACIA DO MIGUEL;72753;MA;1001.30;1
WELLA BRASIL LTDA;794029;FARMACIA DONATO;8265;CE;1000.00;1
TORRENT DO BRASIL LTDA;792019;DROGARIA DEMAIS POPULAR;104265;CE;688.32;1
SOFTYS BRASIL LTDA;789603;COMERCIAL DE MEDICAMENTOS SOLONOPOLE LTDA;80564;CE;75453.60;1
LABORATORIO GLOBO LTDA;31305;HIPER POPULAR DROGARIAS;96554;MA;2466.76;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;MERCANTIL OPCAO;85872;CE;5542.32;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA PAGUE POUCO;93405;CE;823.06;1
BIOSINTETICA FARMACEUTICA LTDA;7676;S S FARMACIAS LTDA;97917;MA;1101.11;1
SOFTYS BRASIL LTDA;789603;DROGARIA ULTRAPOPULAR;7057;BA;1158.84;1
NEOQUIMICA;47252;FARMACIA SAO JOSE IPU EIRELI;80672;CE;2458.06;1
SOFTYS BRASIL LTDA;789603;F NIKELLY PEREIRA DE ALMEIDA;93752;CE;25146.90;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA ESTILO;80732;CE;1745.20;1
NEOQUIMICA;47252;FARMA LARA;75752;MA;6251.59;1
SOFTYS BRASIL LTDA;789603;CENTRAL POPULAR SANTA QUITERIA LTDA;118536;CE;5688.60;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA PLANETA LTDA ME;93346;CE;2054.48;1
EMS S/A;5582;ECONOMIAFARMA;86705;CE;25000.00;1
NEOQUIMICA;47252;DROGARIAS ULTRA POPULAR ;95647;MA;10567.46;2
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;DROGARIA BEM ESTAR;91310;CE;1095.45;1
NATULAB LABORATORIO LTDA;33057;FARMA FAMA;93659;MA;1027.82;1
EMS S/A;5582;AURENICE SANTOS SOUSA;96668;CE;1002.67;1
SOFTYS BRASIL LTDA;789603;CUSTO POPULAR;97412;CE;3348.36;1
EMS S/A;5582;FARMASHOW;123310;CE;3000.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;DROGARIA FEITOSA;80467;CE;8283.00;2
TORRENT DO BRASIL LTDA;792019;FARMACIA PRO SAUDE;7352;BA;1178.00;1
NEOQUIMICA;47252;FCIA DO TRABALHADOR DO NORDEST;90266;CE;1984.58;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA MENOR PREÇO;96554;MA;3566.98;1
ACCUMED PROD MED HOSP LTDA;48933;S S FARMACIAS LTDA;97917;MA;764.40;1
NEOQUIMICA;47252;FARMACIA MERCES;6044;BA;12600.00;1
WELLA BRASIL LTDA;794029;DROGARIA AGUIA;93183;CE;2000.00;1
SOFTYS BRASIL LTDA;789603;JOSE VANDEILSON UCHOA VIANA MEDICAMENTOS;86849;CE;4380.60;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;DROGATEL FARMACIA;62251;PI;2221.95;1
GEOLAB IND FARMACEUTICA S/A;33928;DROGA CENTER;60798;PI;5828.95;1
LOLLY BABY PRODUTOS INFANTIS L;30083;DROGARIAS ULTRA POPULAR;97835;CE;2747.76;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;HIPER POPULAR DROGARIAS;96158;CE;1191.84;1
NEOQUIMICA;47252;ANA FARMA EDSON QUEIROZ;90200;CE;10000.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;AMERICA DROGARIAS 2;97011;PI;15019.56;1
SOFTYS BRASIL LTDA;789603;FARMACIA PONTUAL;86558;CE;5144.82;2
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;GRUPO TOTAL;10000;CE;89531.56;12
EMS S/A;5582;FARMACIA BEM ESTAR;95881;CE;3635.34;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA DA PRAÇA;63894;PI;3961.00;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA DO POVO;88665;CE;3024.32;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;CENTRO FARMA;97950;MA;5800.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;DROGARIA CHARITOFARMA;93666;CE;1148.05;2
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;ULTRA POPULAR;7057;BA;521.94;1
EMS S/A;5582;SUPERFARMA;86849;CE;4662.98;1
MILI S/A;789168;GRUPO TOTAL;10000;CE;8625.73;2
SOFTYS BRASIL LTDA;789603;D DE CARVALHO VIEIRA GUEDES EIRELI ME;121189;CE;10030.30;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;SUPERFARM POPULAR;92109;CE;5353.92;1
TORRENT DO BRASIL LTDA;792019;ANTONIO JOSE CARNEIRO;91168;CE;1731.98;1
MILI S/A;789168;ATACADO DO VALE COMERCIO DE ALIMENTOS ;118282;CE;10252.66;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA BETEL (REDE MED);1136;BA;974.66;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;SERRANA FARMA;96621;CE;3054.54;2
NEOQUIMICA;47252;FARMACIA DO TRABALHADOR POPULAR LTDA;91951;CE;3635.94;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA FERNANDES;86926;CE;6005.00;1
CERAS JOHNSON LTDA;790595;DROG MEGA FARMA;93043;MA;1548.35;1
NEOQUIMICA;47252;VARGEMFARMA;94041;MA;7079.85;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA ESTILO;80732;CE;1313.02;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;SUPER PHARMA;104296;CE;713.70;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA SAO FRANCISCO;127331;CE;4026.88;1
MILI S/A;789168;DROGARIA CARNEIRO;80953;CE;1100.20;1
NATULAB LABORATORIO LTDA;33057;FARMACIA DO TRABALHADOR DO POVO;123844;CE;1592.80;1
MILI S/A;789168;FRANCISCO RONALDO FERREIRA ARAGAO;93644;CE;8550.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARM.SOLONOPOLES;80564;CE;51000.00;1
GEOLAB IND FARMACEUTICA S/A;33928;CENTRO FARMA;97950;MA;10018.58;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIAS DO TRABALHADOR DO NORDESTE;10011;BA;2547.30;2
WELLA BRASIL LTDA;794029;ULTRA POPULAR;96359;MA;20000.00;1
EMS S/A;5582;FARMACIA PROVIDA ( LOJA 07 );86285;CE;2421.17;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA MENOR PREÇO;7971;BA;1235.88;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DROGARIA SAO LUIS;80693;CE;5167.68;1
EMS S/A;5582;FARMACIA REALCE;80088;CE;1124.54;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FARMACIA CAVALCANTE;103866;PE;4000.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DROGARIA MEGA POPULAR;95683;MA;60000.00;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA VITORIA;124075;PI;2633.82;1
EMS S/A;5582;FARMACIA MENOR PRECO;91052;CE;1220.47;1
MILI S/A;789168;VAREJAO SUPER BARATAO LTDA ME;93644;CE;35055.00;1
SOFTYS BRASIL LTDA;789603;FARMACIA EXTRA POPULAR;102810;PE;128337.16;2
EMS S/A;5582;FARMACIA CONFIANCA;89845;CE;1005.00;1
ACCUMED PROD MED HOSP LTDA;48933;F NIKELLY PEREIRA DE ALMEIDA;93752;CE;8026.01;1
NEOQUIMICA;47252;DROGA CENTER;60798;PI;4773.00;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;MARIA EDNA TEIXEIRA QUEIROZ ME;99907;CE;2026.88;1
SOFTYS BRASIL LTDA;789603;DROG SOUSA;60658;PI;21595.50;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;POPULARFARMA;100366;PI;6159.68;1
GERMED FARMACEUTICA LTDA;53333;FARMACIA DO TRABALHADOR;95212;MA;5093.00;1
NEOQUIMICA;47252;COMERCIAL DE MEDICAMENTOS ANA FARMA LTDA;90200;CE;2500.00;1
LOLLY BABY PRODUTOS INFANTIS L;30083;DROGARIAS HIPER POPULAR;93555;CE;2110.47;1
LABORATORIO GLOBO LTDA;31305;FARMACIA DONATO;8265;CE;2129.18;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA NOSSA SENHORA DE FATIMA;80631;CE;5038.32;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA MAIS SAUDE;7104;BA;6144.40;2
LOLLY BABY PRODUTOS INFANTIS L;30083;SUPERMERCADO MORANGUINHO;87995;CE;16373.59;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA SAO BENTO ;96970;CE;1523.85;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;SUPERFARMA;86849;CE;4678.16;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FCIA GENERICA DE TUT;92914;MA;10000.00;1
HYPERA PP E CH;32;FARMACIA PORTELA CE LTDA;94259;CE;5232.28;2
NEOQUIMICA;47252;DROGARIA NOVA;92724;MA;2000.00;1
EMS S/A;5582;DROGARIA SAO FRANCISCO;81093;CE;1189.07;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;COMERCIAL FARMACEUTICO JARDIM LTDA;91145;CE;857.08;1
EMS S/A;5582;RICARDO DIAS CARDOSO;94305;MA;1228.53;1
NATULAB LABORATORIO LTDA;33057;VIANA FARMA;74268;MA;2937.01;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FCNN COMERCIO DE MEDICAMENTOS EIRELI;93555;CE;2110.47;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA SANTA TERESINHA III;56456;PI;5608.42;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;JOSE WILKER MARTINS DA SILVA;96621;CE;1645.09;1
LABORATORIO GLOBO LTDA;31305;FARM.VASCONCELOS;80502;CE;3001.88;1
NATULAB LABORATORIO LTDA;33057;DROGARIA RENDE MAIS ;119511;MA;1007.64;1
GERMED FARMACEUTICA LTDA;53333;FARMACIA PRO SAUDE;7352;BA;688.88;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FAMANATO;93555;CE;2110.47;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;HARDALA H P PAIVA FARMACIA ME ;119339;CE;1009.92;1
WELLA BRASIL LTDA;794029;SLIM FARMA;124954;CE;500.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FCIA POPULAR;54933;PI;2600.66;1
SOFTYS BRASIL LTDA;789603;FARMACIA MAIS SAUDE;80325;CE;5098.74;1
EMS S/A;5582;FARMA POPULAR ACARAU LTDA;77160;CE;1022.28;1
EMS S/A;5582;FCIA SAUDE DO TRABALHADOR;75698;MA;2007.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA GENTIL;83453;CE;22400.60;9
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA JARDIM IRACEMA;80578;CE;381.45;1
HIDROLIGHT DO BRASIL S.A;791209;FARMACIA PRO VIDA LJ 01 (MATRIZ);86285;CE;4932.01;3
NEOQUIMICA;47252;DROGARIA POPULAR;93661;CE;4063.33;1
TORRENT DO BRASIL LTDA;792019;FARMACIA PALESTINA;90050;CE;828.31;1
SOFTYS BRASIL LTDA;789603;FARMACIA PREMIUM;91098;CE;3663.90;3
NEOQUIMICA;47252;COMERCIAL DE MEDICAMENTOS SOLONOPOLE LTDA;80564;CE;15594.00;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA CONVIVA CAUCAIA;91259;CE;3364.32;1
NATULAB LABORATORIO LTDA;33057;FARMACIA MODERNA;81846;CE;1797.94;1
ACCUMED PROD MED HOSP LTDA;48933;A R DE OLIVEIRA - ME;91312;CE;2268.64;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;JD ATACADISTA;130173;CE;1346.00;1
SOFTYS BRASIL LTDA;789603;PH & SILVA DROGARIA LTDA;96554;PI;10287.90;1
ACCUMED PROD MED HOSP LTDA;48933;PROVIDA;86285;CE;3187.36;1
LOLLY BABY PRODUTOS INFANTIS L;30083;ORIGINAL FARMA;88659;CE;4217.37;1
ACCUMED PROD MED HOSP LTDA;48933;DROGARIAS ULTRA POPULAR;80565;CE;2224.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMACIA MAIS SAUDE;130759;CE;1088.44;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;R F GOMES DE MACEDO ME;96259;CE;23686.08;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;DROGARIA FRANCILIO FILIAL 2;95621;PI;17345.81;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FCNN COMERCIO DE MEDICAMENTOS EIRELI;93555;CE;14000.00;1
TORRENT DO BRASIL LTDA;792019;DROGARIA MEGA DESCONTAO;10663;BA;35641.01;1
NATULAB LABORATORIO LTDA;33057;DROGARIAS ULTRA POPULAR;96349;MA;0.00;1
NATULAB LABORATORIO LTDA;33057;DROGARIA SAO FRANCISCO;81074;CE;3202.86;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARM.LIMOEIRENSE;80983;CE;800.27;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA AVENIDA;91145;CE;1016.63;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;F NIKELLY PEREIRA DE ALMEIDA;93752;CE;2019.77;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA PONTUAL;86558;CE;2726.78;1
BIOSINTETICA FARMACEUTICA LTDA;7676;VAREJAO DOS COMPRIMIDOS (FILIAL 1);80794;CE;8336.48;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA JC;103658;PE;3268.26;1
NEOQUIMICA;47252;FCIA DO TRABALHADOR BAHIA;7399;BA;32862.60;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;DROG SILVA ROCHA;3843;BA;150000.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;COEMDIBRA;84816;CE;2014.17;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;DROGATEL FCIA;62251;PI;4467.30;2
GEOLAB IND FARMACEUTICA S/A;33928;NOSSA FARMACIA;90446;CE;1292.49;1
TORRENT DO BRASIL LTDA;792019;FARMACIA S O S DO TRABALHADOR;101229;PE;9640.00;1
NEOQUIMICA;47252;FARMACIA AVENIDA;7565;BA;1200.00;1
LABORATORIO GLOBO LTDA;31305;FARME BRITO DISTRIBUIDORA;4672;BA;45077.60;1
SOFTYS BRASIL LTDA;789603;FARMACIA SANTA TERESINHA II;56456;PI;10065.09;1
EMS S/A;5582;FARMACIA ZILMA;96097;CE;1014.73;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;JCS FARMACIA EIRELI;10663;BA;10000.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;HAPFARMA;93619;CE;1220.04;1
GERMED FARMACEUTICA LTDA;53333;MACEDO COMERCIO DE MEDICAMENTOS LTDA;80533;CE;4219.89;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARM.SOLONOPOLES;80564;CE;7900.30;1
SOFTYS BRASIL LTDA;789603;CENTRAL POPULAR;8603;BA;57388.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;DROGATEL;62243;PI;8083.98;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;A E B COMERCIO DE PRODUTOS FA;90866;CE;6364.08;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;DROGA CENTER;60798;PI;3026.50;2
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;DROGARIA FRANCILIO SUPER;95621;PI;3070.32;1
GEOLAB IND FARMACEUTICA S/A;33928;DROGARIA SAO FRANCISCO;81074;CE;2118.15;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA DO TRABALHADOR DO NORDESTE;10011;BA;18000.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA BEM ESTAR;95881;CE;3023.88;1
EMS S/A;5582;TELEFARMA;96743;CE;1082.52;1
LABORATORIO GLOBO LTDA;31305;HIPER POPULAR;93659;MA;1174.74;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA DROGRAMIS;120610;CE;805.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FCO. ELTON APOLONIO MENDES FIL;80588;CE;1687.84;1
NEOQUIMICA;47252;DROGA JADE.;81247;CE;2009.01;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA LOCAL;80967;CE;1197.49;1
ACCUMED PROD MED HOSP LTDA;48933;DROGARIA DO TRABALHADOR DA SAPIRANGA;90200;CE;2081.48;1
NATULAB LABORATORIO LTDA;33057;FARM.LIMOEIRENSE;80983;CE;1500.00;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA PREMIUM LTDA ME;91098;CE;809.83;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMA POPULAR ACARAU LTDA;77160;CE;875.00;1
NEOQUIMICA;47252;FARMACIA VITORIA;124075;PI;2315.21;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;SERRANA FARMA;96621;CE;2072.14;2
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;POSTO DE MEDICAMENTO CEFARMA;97412;CE;2507.64;1
NEOQUIMICA;47252;FARMACIA DIARIAMENTE;100950;PE;120000.00;1
LABORATORIO GLOBO LTDA;31305;FARMACIA SAO MATEUS;80442;CE;2548.80;1
NEOQUIMICA;47252;FARMACIA DROGRAMIS;120610;CE;3346.73;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;VARGEMFARMA;94041;MA;2098.25;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DEUSAFARMA FARMACIA LTDA ME;104373;CE;22742.00;1
SOFTYS BRASIL LTDA;789603;CONVIVA MISSAO VELHA FARMAVIDA CARIRI;73520;CE;5811.60;1
NEOQUIMICA;47252;SUPERFARMA PINHEIRO LTDA ME;80100;CE;5464.04;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;DROGARIA ALAN;81377;CE;5034.18;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA SANTO ANTONIO;92114;CE;1338.14;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;NOVA DROGARIA;64556;CE;6429.42;1
LABORATORIO GLOBO LTDA;31305;SOARES DROGARIA & PE;92923;MA;2069.92;1
NEOQUIMICA;47252;VARJOFARMA;95462;CE;358600.00;1
ACCUMED PROD MED HOSP LTDA;48933;DROGARIA MEGA DESCONTAO;10663;BA;16768.00;1
WELLA BRASIL LTDA;794029;VARGEMFARMA;94041;MA;2000.00;1
TORRENT DO BRASIL LTDA;792019;DROGARIAS ULTRA POPULAR ;95647;MA;2596.25;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA CENTER;91357;CE;2000.00;1
TORRENT DO BRASIL LTDA;792019;ULTRA POPULAR;100665;PE;1081.25;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA FERNANDES;86926;CE;6327.60;2
WELLA BRASIL LTDA;794029;FARMACIA CENTER;91357;CE;2000.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARM.SOLONOPOLES;80564;CE;17901.46;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA MURILO FARMA;121394;CE;9564.34;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;THAIS M DE SOUZA;98129;CE;5060.16;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIAS SCALIBUR;94670;MA;511.92;1
HIDROLIGHT DO BRASIL S.A;791209;CEFARMA;97412;CE;1755.11;2
SOFTYS BRASIL LTDA;789603;DROGARIA BENEVENUTO;80432;CE;15749.08;1
EMS S/A;5582;PROVIDA;86285;CE;8133.54;1
NATULAB LABORATORIO LTDA;33057;FARMACIA SANFARMA;91259;CE;3320.70;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA CAUCAIA;80576;CE;1500.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA BIG FORTE;63894;PI;425.10;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DROGARIA POUPE JA;100901;PE;8086.76;1
